iter	Logloss
355	0.3866497929
356	0.3865924988
357	0.3865691803
358	0.386471503
359	0.3862922123
360	0.3861810902
361	0.3860881169
362	0.3859500708
363	0.3857494461
364	0.3856255397
365	0.3855835908
366	0.3854684242
367	0.3853000516
368	0.3850776675
369	0.3848585335
370	0.3847439183
371	0.3846078963
372	0.3846076658
373	0.384482373
374	0.3844807361
375	0.3844780054
376	0.3842554724
377	0.3840575052
378	0.3839132035
379	0.3839128119
380	0.3838155776
381	0.3837293627
382	0.3835956395
383	0.3835421361
384	0.3835419862
385	0.3834680759
386	0.383344937
387	0.3831356381
388	0.3829704947
389	0.3829094288
390	0.3827722212
391	0.3825744361
392	0.3824403019
393	0.3822429054
394	0.3820974333
395	0.3819902287
396	0.3818255417
397	0.3817003945
398	0.3816335463
399	0.3815335519
400	0.3815020484
401	0.3813519259
402	0.3812813583
403	0.3811396729
404	0.3810697317
405	0.3809530731
406	0.3809466013
407	0.3808350638
408	0.3807376265
409	0.3807374346
410	0.3806073852
411	0.3805248129
412	0.3804145477
413	0.3802260699
414	0.3801337444
415	0.3799780878
416	0.37985853
417	0.3797823246
418	0.379674483
419	0.3795345354
420	0.3794462292
421	0.3792789154
422	0.3791705242
423	0.379027822
424	0.378918358
425	0.3787545583
426	0.378607676
427	0.3785965291
428	0.3785856281
429	0.3784187939
430	0.3783059129
431	0.3781691674
432	0.3780055212
433	0.3779160493
434	0.3778187608
435	0.3777032423
436	0.3775354486
437	0.3774192577
438	0.3773621496
439	0.3771618106
440	0.3771568715
441	0.3769632421
442	0.3769229355
443	0.3768022608
444	0.3766869648
445	0.3765546334
446	0.3764618085
447	0.3763930916
448	0.3761999719
449	0.3760317201
450	0.3759696019
451	0.3758031576
452	0.3757252002
453	0.3755083714
454	0.3754190256
455	0.3752961569
456	0.3751547033
457	0.3750341805
458	0.3749507556
459	0.3747607923
460	0.3745670799
461	0.374483546
462	0.3743988275
463	0.3743055654
464	0.3742923054
465	0.3741887941
466	0.3741334249
467	0.374111612
468	0.3740204504
469	0.3739374127
470	0.3738070411
471	0.3736848791
472	0.3735104161
473	0.3734019539
474	0.3732332958
475	0.3731051376
476	0.3730080119
477	0.3728507542
478	0.3727048529
479	0.372554257
480	0.3724428069
481	0.3723918464
482	0.372299588
483	0.3720091307
484	0.3720084394
485	0.3718940615
486	0.3718750556
487	0.371768555
488	0.3717056453
489	0.3715832335
490	0.371515655
491	0.3714746377
492	0.3713704791
493	0.3711673332
494	0.3711165222
495	0.3710109032
496	0.3709498247
497	0.3708866106
498	0.3707256462
499	0.3707252586
500	0.3706194236
501	0.3704951903
502	0.370382744
503	0.3702565466
504	0.3702052555
505	0.3701016676
506	0.3700936897
507	0.3700000957
508	0.3699837681
509	0.3699779053
510	0.369892228
511	0.3696800296
512	0.3696700547
513	0.3695372834
514	0.3693765395
515	0.3693692388
516	0.3692834162
517	0.3691387689
518	0.3690343511
519	0.3689155967
520	0.3688081912
521	0.3686759515
522	0.3684888138
523	0.3683870121
524	0.3682466798
525	0.3681404778
526	0.3680673774
527	0.3679706379
528	0.3679704148
529	0.3678191598
530	0.3677628305
531	0.3676975654
532	0.367591698
533	0.3673952833
534	0.3672223024
535	0.3671595978
536	0.3670958194
537	0.367024838
538	0.3668396356
539	0.36671864
540	0.3665599517
541	0.3664753969
542	0.3663959209
543	0.3663060587
544	0.3661463193
545	0.3659703627
546	0.3659545526
547	0.3658665191
548	0.3657855081
549	0.3656493282
550	0.3654826854
551	0.3653126457
552	0.3652784547
553	0.3651855225
554	0.3650972314
555	0.3649588577
556	0.3648823935
557	0.3647773508
558	0.3647003887
559	0.3646300573
560	0.3646228465
561	0.3645574823
562	0.3644281072
563	0.3643103481
564	0.364233752
565	0.3641385611
566	0.3640302502
567	0.3639609894
568	0.3638433006
569	0.3636909983
570	0.3635975927
571	0.3635040637
572	0.363344982
573	0.3632632666
574	0.3631716516
575	0.3631705107
576	0.3631022437
577	0.3630501603
578	0.3629033648
579	0.3628395058
580	0.3627636683
581	0.3626304738
582	0.3626123009
583	0.3625514997
584	0.3623944576
585	0.3623632191
586	0.3623066404
587	0.3621674387
588	0.3621003396
589	0.3620563513
590	0.3619734574
591	0.3618802388
592	0.3617840817
593	0.3617138943
594	0.3616136462
595	0.3615012829
596	0.3614035678
597	0.3612159712
598	0.3611156761
599	0.3610349999
600	0.3609498151
601	0.3608851964
602	0.3608025349
603	0.3607251153
604	0.3606221156
605	0.3605612464
606	0.3604672552
607	0.3603055185
608	0.3602358017
609	0.360165944
610	0.3600370262
611	0.3599675062
612	0.3598848971
613	0.3597773125
614	0.3596836514
615	0.3595835613
616	0.359506355
617	0.3594026492
618	0.3592526344
619	0.3591662115
620	0.3590809406
621	0.3589363109
622	0.3588770813
623	0.3587951476
624	0.3587148911
625	0.358644504
626	0.3585723035
627	0.3584410856
628	0.358344333
629	0.3581767801
630	0.3580767337
631	0.3579593175
632	0.357897988
633	0.357812355
634	0.3576789721
635	0.3575996927
636	0.3574840859
637	0.357363802
638	0.3572677697
639	0.3571620968
640	0.3570711096
641	0.3569398935
642	0.3568479638
643	0.3567431785
644	0.3566636594
645	0.3565340257
646	0.3565166752
647	0.3564045027
648	0.356215877
649	0.356101838
650	0.3560160357
651	0.3559301134
652	0.3558358178
653	0.3557796384
654	0.3556670294
655	0.3555295302
656	0.3554803132
657	0.3552600364
658	0.3551994142
659	0.3551189321
660	0.3550316581
661	0.3549347938
662	0.3548080824
663	0.3546406887
664	0.3546392481
665	0.3545675261
666	0.3544704177
667	0.3544109162
668	0.3543236481
669	0.3542730053
670	0.3541757656
671	0.3540767831
672	0.3539460991
673	0.3538905814
674	0.3538424539
675	0.3537253368
676	0.3536164657
677	0.3534899671
678	0.3534421828
679	0.3533370274
680	0.3532145721
681	0.3530582681
682	0.3528954889
683	0.3528323216
684	0.35276443
685	0.3526208723
686	0.352543594
687	0.3524233895
688	0.352301191
689	0.3522491178
690	0.3521175664
691	0.3520407857
692	0.3519667514
693	0.3518589279
694	0.351770206
695	0.3516988614
696	0.3515989308
697	0.3515051648
698	0.3514083109
699	0.3513209756
700	0.3512431454
701	0.3511833815
702	0.3510782446
703	0.3509476519
704	0.3508760894
705	0.3507579238
706	0.350682469
707	0.3506053083
708	0.3505119425
709	0.3504440722
710	0.3503648723
711	0.3502948104
712	0.3501757007
713	0.3501138298
714	0.3499689247
715	0.349914407
716	0.3498248295
717	0.3497102339
718	0.3496368385
719	0.3495161004
720	0.3494138538
721	0.3493386563
722	0.3492687932
723	0.3491950855
724	0.3491128463
725	0.3490111395
726	0.348849084
727	0.348765987
728	0.3486955823
729	0.3485968695
730	0.3484925827
731	0.3484443498
732	0.348375626
733	0.3483142655
734	0.348246707
735	0.3482084029
736	0.3481586833
737	0.3480716165
738	0.3480005634
739	0.3479434285
740	0.3478540804
741	0.3477641577
742	0.3477276362
743	0.3476598397
744	0.347551675
745	0.3474327248
746	0.3473263952
747	0.3472870735
748	0.3472111808
749	0.3471331653
750	0.3470239091
751	0.3469124134
752	0.3468371172
753	0.3467309307
754	0.3466437616
755	0.3465521094
756	0.3463890701
757	0.3463195716
758	0.3462055795
759	0.3461107166
760	0.3460534663
761	0.3459659209
762	0.345839689
763	0.345723654
764	0.3456219884
765	0.3454975039
766	0.345402146
767	0.3452729817
768	0.3451861071
769	0.3451056648
770	0.3450549456
771	0.3449778883
772	0.3449145755
773	0.3448350567
774	0.3447695162
775	0.3447108437
776	0.344642706
777	0.34458366
778	0.3445233828
779	0.3444249504
780	0.3443401648
781	0.3442433886
782	0.3441849713
783	0.3441366614
784	0.3440577939
785	0.3439694065
786	0.3438343747
787	0.3437738041
788	0.3437115362
789	0.3436092738
790	0.3434572895
791	0.34338616
792	0.3432820012
793	0.3432042893
794	0.343138924
795	0.3430803295
796	0.3430056884
797	0.3429167676
798	0.3428390909
799	0.3427587107
800	0.3426815223
801	0.3425764577
802	0.3425242873
803	0.3424602046
804	0.3423928931
805	0.3423057703
806	0.3422395994
807	0.3421313701
808	0.3420099914
809	0.3419366396
810	0.3418783427
811	0.3417946968
812	0.341707558
813	0.341663803
814	0.3415941282
815	0.3415203021
816	0.341463732
817	0.3413794617
818	0.3413122923
819	0.3412471761
820	0.3411379398
821	0.3410692739
822	0.3410126925
823	0.3409169141
824	0.3408640137
825	0.3407727918
826	0.3407217739
827	0.3406417804
828	0.3405450464
829	0.3404893774
830	0.340412787
831	0.3403322809
832	0.3402291942
833	0.3401359048
834	0.3400804899
835	0.3400130514
836	0.3398727746
837	0.3397564706
838	0.3396786975
839	0.3395871367
840	0.3395225256
841	0.3394602811
842	0.3393977722
843	0.3393482835
844	0.3392912012
845	0.3392477048
846	0.3391196338
847	0.3390333909
848	0.3389779254
849	0.3388770873
850	0.3387853501
851	0.3387015018
852	0.3386355067
853	0.3385763952
854	0.3384698549
855	0.338400745
856	0.338305527
857	0.3382495443
858	0.3381742548
859	0.3381169755
860	0.3379830051
861	0.3379313912
862	0.3378740154
863	0.3377804392
864	0.3377013203
865	0.3376057131
866	0.3375429044
867	0.3374835593
868	0.3374226931
869	0.3373633345
870	0.3372710012
871	0.3371615037
872	0.3370737193
873	0.3370081814
874	0.3369338947
875	0.3368800667
876	0.3368324644
877	0.3367771661
878	0.3367363551
879	0.336641804
880	0.3365537844
881	0.3364796603
882	0.3363983939
883	0.3363403672
884	0.3362772491
885	0.3362167595
886	0.336153397
887	0.3360386794
888	0.3359312855
889	0.335872451
890	0.3358271878
891	0.335730143
892	0.3356570626
893	0.335590143
894	0.3355323764
895	0.3354415792
896	0.3353720055
897	0.3353101903
898	0.3351841364
899	0.3351424071
900	0.3350615264
901	0.3349657592
902	0.3348955552
903	0.3348435548
904	0.3347846978
905	0.334696203
906	0.3346452446
907	0.3345947625
908	0.3344909147
909	0.3343961323
910	0.3342607453
911	0.3341812722
912	0.3341211038
913	0.3340394566
914	0.3339940163
915	0.3339312856
916	0.3338849603
917	0.3337833461
918	0.3337010779
919	0.333635589
920	0.3335663763
921	0.3334817078
922	0.3333797387
923	0.3333319254
924	0.3332599486
925	0.3332000937
926	0.3331228644
927	0.3330178429
928	0.3329281897
929	0.3328281055
930	0.3327321938
931	0.3326650516
932	0.3326076301
933	0.3325414691
934	0.332476188
935	0.3324503412
936	0.3323700605
937	0.3323055223
938	0.3322577877
939	0.3322211962
940	0.3321454857
941	0.3320454334
942	0.3319972895
943	0.3319304076
944	0.3318621858
945	0.3317984082
946	0.3317450526
947	0.3316600088
948	0.3316141708
949	0.3315641187
950	0.3314750171
951	0.3313815093
952	0.3313050171
953	0.3312685569
954	0.3311839345
955	0.3311164154
956	0.3310583641
957	0.33097937
958	0.330940352
959	0.3309036218
960	0.3308063621
961	0.330739931
962	0.3306980096
963	0.3306279288
964	0.3305678848
965	0.3304992958
966	0.3304417056
967	0.3303805518
968	0.3303265632
969	0.330274981
970	0.3302034795
971	0.3301173718
972	0.3300553305
973	0.3299606942
974	0.3298983509
975	0.3298685245
976	0.3298298414
977	0.3297943853
978	0.3297402221
979	0.3296793749
980	0.3296426879
981	0.329589951
982	0.3295050435
983	0.3294329449
984	0.3293603764
985	0.3292829752
986	0.3292245254
987	0.3291538315
988	0.3290888421
989	0.3290161674
990	0.3289547172
991	0.3288785453
992	0.3288156712
993	0.3287654754
994	0.3287319104
995	0.3286748853
996	0.3286424366
997	0.3285983778
998	0.3285296035
999	0.3284549415
